2024-10-24T13:03:39.384587606Z W1024 13:03:39.384393       1 cmd.go:254] Using insecure, self-signed certificates
2024-10-24T13:03:40.112026083Z I1024 13:03:40.112004       1 secretconfigobserver.go:204] Legacy configuration updated: enabled=true endpoint=https://console.redhat.com/api/ingress/v1/upload conditional_gatherer_endpoint=https://console.redhat.com/api/gathering/v2/%s/gathering_rules interval=2h0m0s token=true reportEndpoint=https://console.redhat.com/api/insights-results-aggregator/v2/cluster/%s/reports initialPollingDelay=1m0s minRetryTime=30s pollingTimeout=50m0s processingStatusEndpoint=https://console.redhat.com/api/insights-results-aggregator/v2/cluster/%s/request/%s/status
2024-10-24T13:03:40.116005683Z I1024 13:03:40.115960       1 secretconfigobserver.go:119] support secret does not exist
2024-10-24T13:03:40.118529074Z I1024 13:03:40.118488       1 secretconfigobserver.go:249] Found cloud.openshift.com token
2024-10-24T13:03:40.123809724Z I1024 13:03:40.123634       1 recorder.go:156] Pruning old reports every 4h50m16s, max age is 288h0m0s
2024-10-24T13:03:40.126987144Z I1024 13:03:40.126944       1 secretconfigobserver.go:119] support secret does not exist
2024-10-24T13:03:40.127182313Z E1024 13:03:40.127157       1 operator.go:307] Couldn't get Insights Operator Pod to detect its status. Error: pods "insights-operator-7c7bf5974-mt94h" is forbidden: User "system:serviceaccount:openshift-insights:gather" cannot get resource "pods" in API group "" in the namespace "openshift-insights": RBAC: clusterrole.rbac.authorization.k8s.io "cluster-reader" not found
2024-10-24T13:03:40.203070255Z I1024 13:03:40.203010       1 base_controller.go:73] Caches are synced for ConfigController 
2024-10-24T13:03:40.203070255Z I1024 13:03:40.203033       1 base_controller.go:110] Starting #1 worker of ConfigController controller ...
2024-10-24T13:03:40.204786555Z E1024 13:03:40.204705       1 base_controller.go:268] ConfigController reconciliation failed: configmaps "insights-config" is forbidden: User "system:serviceaccount:openshift-insights:gather" cannot get resource "configmaps" in API group "" in the namespace "openshift-insights": RBAC: clusterrole.rbac.authorization.k8s.io "cluster-reader" not found
2024-10-24T13:03:40.208846125Z I1024 13:03:40.208797       1 shared_informer.go:320] Caches are synced for client-ca::kube-system::extension-apiserver-authentication::requestheader-client-ca-file
2024-10-24T13:03:40.208846125Z I1024 13:03:40.208819       1 shared_informer.go:320] Caches are synced for RequestHeaderAuthRequestController
2024-10-24T13:03:40.211168396Z I1024 13:03:40.211058       1 shared_informer.go:320] Caches are synced for client-ca::kube-system::extension-apiserver-authentication::client-ca-file
2024-10-24T13:03:40.214181435Z E1024 13:03:40.213052       1 base_controller.go:268] ConfigController reconciliation failed: configmaps "insights-config" is forbidden: User "system:serviceaccount:openshift-insights:gather" cannot get resource "configmaps" in API group "" in the namespace "openshift-insights": RBAC: clusterrole.rbac.authorization.k8s.io "cluster-reader" not found
2024-10-24T13:03:40.226790046Z E1024 13:03:40.226725       1 base_controller.go:268] ConfigController reconciliation failed: configmaps "insights-config" is forbidden: User "system:serviceaccount:openshift-insights:gather" cannot get resource "configmaps" in API group "" in the namespace "openshift-insights": RBAC: clusterrole.rbac.authorization.k8s.io "cluster-reader" not found
2024-10-24T13:03:40.249199626Z E1024 13:03:40.249131       1 base_controller.go:268] ConfigController reconciliation failed: configmaps "insights-config" is forbidden: User "system:serviceaccount:openshift-insights:gather" cannot get resource "configmaps" in API group "" in the namespace "openshift-insights": RBAC: clusterrole.rbac.authorization.k8s.io "cluster-reader" not found
2024-10-24T13:03:40.291302837Z E1024 13:03:40.291250       1 base_controller.go:268] ConfigController reconciliation failed: configmaps "insights-config" is forbidden: User "system:serviceaccount:openshift-insights:gather" cannot get resource "configmaps" in API group "" in the namespace "openshift-insights": RBAC: clusterrole.rbac.authorization.k8s.io "cluster-reader" not found
2024-10-24T13:03:40.374085999Z E1024 13:03:40.374023       1 base_controller.go:268] ConfigController reconciliation failed: configmaps "insights-config" is forbidden: User "system:serviceaccount:openshift-insights:gather" cannot get resource "configmaps" in API group "" in the namespace "openshift-insights": RBAC: clusterrole.rbac.authorization.k8s.io "cluster-reader" not found
2024-10-24T13:03:40.536823893Z E1024 13:03:40.536769       1 base_controller.go:268] ConfigController reconciliation failed: configmaps "insights-config" is forbidden: User "system:serviceaccount:openshift-insights:gather" cannot get resource "configmaps" in API group "" in the namespace "openshift-insights": RBAC: clusterrole.rbac.authorization.k8s.io "cluster-reader" not found
2024-10-24T13:03:40.859414030Z E1024 13:03:40.859358       1 base_controller.go:268] ConfigController reconciliation failed: configmaps "insights-config" is forbidden: User "system:serviceaccount:openshift-insights:gather" cannot get resource "configmaps" in API group "" in the namespace "openshift-insights": RBAC: clusterrole.rbac.authorization.k8s.io "cluster-reader" not found
2024-10-24T13:03:41.010528584Z E1024 13:03:41.010395       1 base_controller.go:268] ConfigController reconciliation failed: configmaps "insights-config" is forbidden: User "system:serviceaccount:openshift-insights:gather" cannot get resource "configmaps" in API group "" in the namespace "openshift-insights": RBAC: clusterrole.rbac.authorization.k8s.io "cluster-reader" not found
2024-10-24T13:03:41.016041394Z E1024 13:03:41.015986       1 base_controller.go:268] ConfigController reconciliation failed: configmaps "insights-config" is forbidden: User "system:serviceaccount:openshift-insights:gather" cannot get resource "configmaps" in API group "" in the namespace "openshift-insights": RBAC: clusterrole.rbac.authorization.k8s.io "cluster-reader" not found
2024-10-24T13:03:41.211546638Z E1024 13:03:41.211491       1 base_controller.go:268] ConfigController reconciliation failed: configmaps "insights-config" is forbidden: User "system:serviceaccount:openshift-insights:gather" cannot get resource "configmaps" in API group "" in the namespace "openshift-insights": RBAC: clusterrole.rbac.authorization.k8s.io "cluster-reader" not found
2024-10-24T13:03:41.502246315Z E1024 13:03:41.502194       1 base_controller.go:268] ConfigController reconciliation failed: configmaps "insights-config" is forbidden: User "system:serviceaccount:openshift-insights:gather" cannot get resource "configmaps" in API group "" in the namespace "openshift-insights": RBAC: clusterrole.rbac.authorization.k8s.io "cluster-reader" not found
2024-10-24T13:03:51.745567371Z E1024 13:03:51.745247       1 base_controller.go:268] ConfigController reconciliation failed: configmaps "insights-config" is forbidden: User "system:serviceaccount:openshift-insights:gather" cannot get resource "configmaps" in API group "" in the namespace "openshift-insights": RBAC: clusterrole.rbac.authorization.k8s.io "cluster-reader" not found
2024-10-24T13:04:00.129624135Z I1024 13:04:00.129270       1 periodic.go:214] Running clusterconfig gatherer
2024-10-24T13:04:00.129663015Z I1024 13:04:00.129648       1 tasks_processing.go:45] number of workers: 24
2024-10-24T13:04:00.129686205Z I1024 13:04:00.129676       1 tasks_processing.go:69] worker 23 listening for tasks.
2024-10-24T13:04:00.129693245Z I1024 13:04:00.129684       1 tasks_processing.go:71] worker 23 working on cost_management_metrics_configs task.
2024-10-24T13:04:00.129706305Z I1024 13:04:00.129697       1 tasks_processing.go:69] worker 10 listening for tasks.
2024-10-24T13:04:00.129706305Z I1024 13:04:00.129271       1 controllerstatus.go:80] name=insightsuploader healthy=true reason= message=
2024-10-24T13:04:00.129729465Z I1024 13:04:00.129712       1 insightsuploader.go:86] Reporting status periodically to https://console.redhat.com/api/ingress/v1/upload every 2h0m0s, starting in 1m30s
2024-10-24T13:04:00.129738925Z I1024 13:04:00.129730       1 tasks_processing.go:69] worker 5 listening for tasks.
2024-10-24T13:04:00.129782915Z I1024 13:04:00.129738       1 tasks_processing.go:69] worker 6 listening for tasks.
2024-10-24T13:04:00.129782915Z I1024 13:04:00.129746       1 tasks_processing.go:69] worker 7 listening for tasks.
2024-10-24T13:04:00.129782915Z I1024 13:04:00.129767       1 tasks_processing.go:69] worker 8 listening for tasks.
2024-10-24T13:04:00.129782915Z I1024 13:04:00.129774       1 tasks_processing.go:69] worker 9 listening for tasks.
2024-10-24T13:04:00.129782915Z I1024 13:04:00.129269       1 controllerstatus.go:80] name=insightsreport healthy=true reason= message=
2024-10-24T13:04:00.129802685Z I1024 13:04:00.129782       1 insightsreport.go:296] Starting report retriever
2024-10-24T13:04:00.129802685Z I1024 13:04:00.129777       1 tasks_processing.go:69] worker 4 listening for tasks.
2024-10-24T13:04:00.129802685Z I1024 13:04:00.129788       1 insightsreport.go:298] Insights analysis reports will be downloaded from the https://console.redhat.com/api/insights-results-aggregator/v2/cluster/%s/reports endpoint with a delay of 1m0s
2024-10-24T13:04:00.129815325Z I1024 13:04:00.129803       1 tasks_processing.go:69] worker 16 listening for tasks.
2024-10-24T13:04:00.129815325Z I1024 13:04:00.129803       1 tasks_processing.go:69] worker 0 listening for tasks.
2024-10-24T13:04:00.129815325Z I1024 13:04:00.129810       1 tasks_processing.go:69] worker 1 listening for tasks.
2024-10-24T13:04:00.129822695Z I1024 13:04:00.129814       1 tasks_processing.go:69] worker 11 listening for tasks.
2024-10-24T13:04:00.129822695Z I1024 13:04:00.129819       1 tasks_processing.go:69] worker 2 listening for tasks.
2024-10-24T13:04:00.129829215Z I1024 13:04:00.129822       1 tasks_processing.go:69] worker 12 listening for tasks.
2024-10-24T13:04:00.129835765Z I1024 13:04:00.129830       1 tasks_processing.go:69] worker 13 listening for tasks.
2024-10-24T13:04:00.129835765Z I1024 13:04:00.129830       1 tasks_processing.go:69] worker 3 listening for tasks.
2024-10-24T13:04:00.129869245Z I1024 13:04:00.129838       1 tasks_processing.go:69] worker 14 listening for tasks.
2024-10-24T13:04:00.129869245Z I1024 13:04:00.129840       1 tasks_processing.go:69] worker 19 listening for tasks.
2024-10-24T13:04:00.129869245Z I1024 13:04:00.129846       1 tasks_processing.go:69] worker 15 listening for tasks.
2024-10-24T13:04:00.129869245Z I1024 13:04:00.129849       1 tasks_processing.go:69] worker 17 listening for tasks.
2024-10-24T13:04:00.129869245Z I1024 13:04:00.129855       1 tasks_processing.go:69] worker 18 listening for tasks.
2024-10-24T13:04:00.129869245Z I1024 13:04:00.129865       1 tasks_processing.go:69] worker 20 listening for tasks.
2024-10-24T13:04:00.129881965Z I1024 13:04:00.129874       1 tasks_processing.go:69] worker 22 listening for tasks.
2024-10-24T13:04:00.129881965Z I1024 13:04:00.129876       1 tasks_processing.go:69] worker 21 listening for tasks.
2024-10-24T13:04:00.129893625Z I1024 13:04:00.129886       1 tasks_processing.go:71] worker 10 working on config_maps task.
2024-10-24T13:04:00.129893625Z I1024 13:04:00.129888       1 tasks_processing.go:71] worker 21 working on operators task.
2024-10-24T13:04:00.130004265Z I1024 13:04:00.129947       1 tasks_processing.go:71] worker 2 working on networks task.
2024-10-24T13:04:00.130145015Z I1024 13:04:00.130095       1 tasks_processing.go:71] worker 9 working on openshift_logging task.
2024-10-24T13:04:00.130326225Z I1024 13:04:00.130102       1 tasks_processing.go:71] worker 4 working on machine_config_pools task.
2024-10-24T13:04:00.130473195Z I1024 13:04:00.130107       1 tasks_processing.go:71] worker 16 working on active_alerts task.
2024-10-24T13:04:00.130510375Z W1024 13:04:00.130485       1 gather_active_alerts.go:54] Unable to load alerts client, no alerts will be collected: open /var/run/configmaps/service-ca-bundle/service-ca.crt: no such file or directory
2024-10-24T13:04:00.130510375Z I1024 13:04:00.130499       1 tasks_processing.go:71] worker 16 working on machine_configs task.
2024-10-24T13:04:00.130590205Z I1024 13:04:00.130112       1 tasks_processing.go:71] worker 0 working on nodenetworkconfigurationpolicies task.
2024-10-24T13:04:00.130590205Z I1024 13:04:00.130117       1 tasks_processing.go:71] worker 1 working on machine_healthchecks task.
2024-10-24T13:04:00.130734035Z I1024 13:04:00.130118       1 tasks_processing.go:71] worker 19 working on certificate_signing_requests task.
2024-10-24T13:04:00.130801525Z I1024 13:04:00.130121       1 tasks_processing.go:71] worker 11 working on openshift_apiserver_operator_logs task.
2024-10-24T13:04:00.130971285Z I1024 13:04:00.130125       1 tasks_processing.go:71] worker 12 working on sap_pods task.
2024-10-24T13:04:00.131047045Z I1024 13:04:00.130127       1 tasks_processing.go:71] worker 6 working on openshift_machine_api_events task.
2024-10-24T13:04:00.131087185Z I1024 13:04:00.130130       1 tasks_processing.go:71] worker 13 working on infrastructures task.
2024-10-24T13:04:00.131236195Z I1024 13:04:00.130134       1 tasks_processing.go:71] worker 3 working on mutating_webhook_configurations task.
2024-10-24T13:04:00.131348235Z I1024 13:04:00.130131       1 tasks_processing.go:71] worker 5 working on aggregated_monitoring_cr_names task.
2024-10-24T13:04:00.131386285Z I1024 13:04:00.130138       1 tasks_processing.go:71] worker 18 working on crds task.
2024-10-24T13:04:00.131420665Z I1024 13:04:00.130142       1 tasks_processing.go:71] worker 15 working on openstack_version task.
2024-10-24T13:04:00.131557815Z I1024 13:04:00.130146       1 tasks_processing.go:71] worker 17 working on machines task.
2024-10-24T13:04:00.131629235Z I1024 13:04:00.130152       1 tasks_processing.go:71] worker 7 working on overlapping_namespace_uids task.
2024-10-24T13:04:00.131669875Z I1024 13:04:00.130137       1 tasks_processing.go:71] worker 14 working on sap_license_management_logs task.
2024-10-24T13:04:00.131704085Z I1024 13:04:00.130159       1 tasks_processing.go:71] worker 8 working on image_pruners task.
2024-10-24T13:04:00.131779865Z I1024 13:04:00.130160       1 tasks_processing.go:71] worker 20 working on cluster_apiserver task.
2024-10-24T13:04:00.131875665Z I1024 13:04:00.130165       1 tasks_processing.go:71] worker 22 working on ceph_cluster task.
2024-10-24T13:04:00.132010745Z I1024 13:04:00.130546       1 gather.go:180] gatherer "clusterconfig" function "active_alerts" took 38.23µs to process 0 records
2024-10-24T13:04:00.132198655Z I1024 13:04:00.132165       1 tasks_processing.go:71] worker 9 working on monitoring_persistent_volumes task.
2024-10-24T13:04:00.132198655Z I1024 13:04:00.132182       1 gather.go:180] gatherer "clusterconfig" function "openshift_logging" took 1.94214ms to process 0 records
2024-10-24T13:04:00.132302025Z I1024 13:04:00.132274       1 tasks_processing.go:71] worker 23 working on openstack_dataplanedeployments task.
2024-10-24T13:04:00.132302025Z I1024 13:04:00.132289       1 gather.go:180] gatherer "clusterconfig" function "cost_management_metrics_configs" took 2.57809ms to process 0 records
2024-10-24T13:04:00.132811715Z I1024 13:04:00.132784       1 tasks_processing.go:71] worker 0 working on node_logs task.
2024-10-24T13:04:00.132811715Z I1024 13:04:00.132800       1 gather.go:180] gatherer "clusterconfig" function "nodenetworkconfigurationpolicies" took 2.21958ms to process 0 records
2024-10-24T13:04:00.133913925Z I1024 13:04:00.133877       1 controller.go:119] Initializing last reported time to 0001-01-01T00:00:00Z
2024-10-24T13:04:00.133926565Z I1024 13:04:00.133910       1 controller.go:203] Source periodic-clusterconfig *controllerstatus.Simple is not ready
2024-10-24T13:04:00.133926565Z I1024 13:04:00.133917       1 controller.go:203] Source periodic-conditional *controllerstatus.Simple is not ready
