2024-10-24T13:03:49.699028843Z I1024 13:03:49.698906       1 start.go:52] Version: 4.18.0-0.ci.test-2024-10-24-124520-ci-op-2fcpj5j6-latest (Raw: machine-config-daemon-4.6.0-202006240615.p0-3074-g54144b31-dirty, Hash: 54144b315275a22cc9140677792ef5ed0189bcde)
2024-10-24T13:03:50.107154483Z I1024 13:03:50.106852       1 event.go:377] Event(v1.ObjectReference{Kind:"ClusterOperator", Namespace:"openshift-machine-config-operator", Name:"machine-config", UID:"dd0afbe7-0aa0-4a8f-9867-de883eea22a6", APIVersion:"", ResourceVersion:"", FieldPath:""}): type: 'Normal' reason: 'OperatorVersionChanged' clusteroperator/machine-config started a version change from [] to [{operator 4.18.0-0.ci.test-2024-10-24-124520-ci-op-2fcpj5j6-latest} {operator-image registry.build02.ci.openshift.org/ci-op-2fcpj5j6/stable@sha256:c287bd87edc928918bc0e8ff3d8a3be9c656bd0190d636773469cae19558ad69}]
2024-10-24T13:03:50.115627873Z I1024 13:03:50.115585       1 sync.go:2117] MachineConfiguration object doesn't exist; a new one will be created
2024-10-24T13:03:52.715784824Z W1024 13:03:52.715725       1 warnings.go:70] admissionregistration.k8s.io/v1beta1 ValidatingAdmissionPolicy is deprecated in v1.31+, unavailable in v1.34+
2024-10-24T13:03:52.729118484Z W1024 13:03:52.729058       1 warnings.go:70] admissionregistration.k8s.io/v1beta1 ValidatingAdmissionPolicy is deprecated in v1.31+, unavailable in v1.34+
2024-10-24T13:03:52.918951828Z W1024 13:03:52.918884       1 warnings.go:70] admissionregistration.k8s.io/v1beta1 ValidatingAdmissionPolicyBinding is deprecated in v1.31+, unavailable in v1.34+
2024-10-24T13:03:52.925262619Z W1024 13:03:52.925219       1 warnings.go:70] admissionregistration.k8s.io/v1beta1 ValidatingAdmissionPolicyBinding is deprecated in v1.31+, unavailable in v1.34+
2024-10-24T13:03:58.398550565Z W1024 13:03:58.398130       1 warnings.go:70] admissionregistration.k8s.io/v1beta1 ValidatingAdmissionPolicy is deprecated in v1.31+, unavailable in v1.34+
2024-10-24T13:03:58.403587526Z W1024 13:03:58.403538       1 warnings.go:70] admissionregistration.k8s.io/v1beta1 ValidatingAdmissionPolicy is deprecated in v1.31+, unavailable in v1.34+
2024-10-24T13:03:58.426011986Z W1024 13:03:58.425972       1 warnings.go:70] admissionregistration.k8s.io/v1beta1 ValidatingAdmissionPolicy is deprecated in v1.31+, unavailable in v1.34+
2024-10-24T13:03:58.433924886Z W1024 13:03:58.433868       1 warnings.go:70] admissionregistration.k8s.io/v1beta1 ValidatingAdmissionPolicy is deprecated in v1.31+, unavailable in v1.34+
2024-10-24T13:03:58.552255069Z W1024 13:03:58.552203       1 warnings.go:70] admissionregistration.k8s.io/v1beta1 ValidatingAdmissionPolicy is deprecated in v1.31+, unavailable in v1.34+
2024-10-24T13:03:58.562526739Z W1024 13:03:58.562360       1 warnings.go:70] admissionregistration.k8s.io/v1beta1 ValidatingAdmissionPolicy is deprecated in v1.31+, unavailable in v1.34+
2024-10-24T13:03:58.755044083Z W1024 13:03:58.754995       1 warnings.go:70] admissionregistration.k8s.io/v1beta1 ValidatingAdmissionPolicyBinding is deprecated in v1.31+, unavailable in v1.34+
2024-10-24T13:03:58.761114184Z W1024 13:03:58.761062       1 warnings.go:70] admissionregistration.k8s.io/v1beta1 ValidatingAdmissionPolicyBinding is deprecated in v1.31+, unavailable in v1.34+
2024-10-24T13:03:58.952116378Z W1024 13:03:58.951931       1 warnings.go:70] admissionregistration.k8s.io/v1beta1 ValidatingAdmissionPolicyBinding is deprecated in v1.31+, unavailable in v1.34+
2024-10-24T13:03:58.963432348Z W1024 13:03:58.963378       1 warnings.go:70] admissionregistration.k8s.io/v1beta1 ValidatingAdmissionPolicyBinding is deprecated in v1.31+, unavailable in v1.34+
2024-10-24T13:03:59.153935982Z W1024 13:03:59.153881       1 warnings.go:70] admissionregistration.k8s.io/v1beta1 ValidatingAdmissionPolicyBinding is deprecated in v1.31+, unavailable in v1.34+
2024-10-24T13:03:59.159013563Z W1024 13:03:59.158963       1 warnings.go:70] admissionregistration.k8s.io/v1beta1 ValidatingAdmissionPolicyBinding is deprecated in v1.31+, unavailable in v1.34+
2024-10-24T13:03:59.379702608Z W1024 13:03:59.379505       1 warnings.go:70] spec.template.spec.nodeSelector[node-role.kubernetes.io/master]: use "node-role.kubernetes.io/control-plane" instead
2024-10-24T13:04:01.382627184Z E1024 13:04:01.382580       1 sync.go:1019] Could not get in-cluster server-ca data configmap "kube-apiserver-server-ca" not found
2024-10-24T13:04:01.386320254Z I1024 13:04:01.386287       1 machineconfig.go:87] ControllerConfig not found, creating new one
2024-10-24T13:04:03.825034710Z W1024 13:04:03.824985       1 warnings.go:70] spec.template.spec.nodeSelector[node-role.kubernetes.io/master]: use "node-role.kubernetes.io/control-plane" instead
2024-10-24T13:04:07.254098918Z E1024 13:04:07.253610       1 sync.go:1658] Error syncing Required MachineConfigPools: %!q(<nil>)
2024-10-24T13:04:07.254133728Z E1024 13:04:07.254118       1 status.go:300] Error checking version skew: kube-apiserver does not yet have a version, kubelet skew status: KubeletSkewUnchecked, status reason: KubeletSkewUnchecked, status message: An error occurred when checking kubelet version skew: kube-apiserver does not yet have a version
2024-10-24T13:04:07.254306958Z I1024 13:04:07.254260       1 event.go:377] Event(v1.ObjectReference{Kind:"ClusterOperator", Namespace:"openshift-machine-config-operator", Name:"machine-config", UID:"dd0afbe7-0aa0-4a8f-9867-de883eea22a6", APIVersion:"", ResourceVersion:"", FieldPath:""}): type: 'Warning' reason: 'OperatorDegraded: RequiredPoolsFailed' Unable to apply 4.18.0-0.ci.test-2024-10-24-124520-ci-op-2fcpj5j6-latest: error during syncRequiredMachineConfigPools: context deadline exceeded
2024-10-24T13:04:07.267256799Z I1024 13:04:07.267205       1 sync.go:2149] Updating MachineConfiguration status
2024-10-24T13:04:09.043027180Z W1024 13:04:09.042537       1 warnings.go:70] admissionregistration.k8s.io/v1beta1 ValidatingAdmissionPolicy is deprecated in v1.31+, unavailable in v1.34+
2024-10-24T13:04:09.045596879Z W1024 13:04:09.045568       1 warnings.go:70] admissionregistration.k8s.io/v1beta1 ValidatingAdmissionPolicyBinding is deprecated in v1.31+, unavailable in v1.34+
2024-10-24T13:04:10.642340497Z W1024 13:04:10.642123       1 warnings.go:70] admissionregistration.k8s.io/v1beta1 ValidatingAdmissionPolicy is deprecated in v1.31+, unavailable in v1.34+
2024-10-24T13:04:10.645442307Z W1024 13:04:10.645398       1 warnings.go:70] admissionregistration.k8s.io/v1beta1 ValidatingAdmissionPolicy is deprecated in v1.31+, unavailable in v1.34+
2024-10-24T13:04:10.648738747Z W1024 13:04:10.648697       1 warnings.go:70] admissionregistration.k8s.io/v1beta1 ValidatingAdmissionPolicy is deprecated in v1.31+, unavailable in v1.34+
2024-10-24T13:04:10.651912127Z W1024 13:04:10.651885       1 warnings.go:70] admissionregistration.k8s.io/v1beta1 ValidatingAdmissionPolicyBinding is deprecated in v1.31+, unavailable in v1.34+
2024-10-24T13:04:10.655073857Z W1024 13:04:10.655024       1 warnings.go:70] admissionregistration.k8s.io/v1beta1 ValidatingAdmissionPolicyBinding is deprecated in v1.31+, unavailable in v1.34+
2024-10-24T13:04:10.658004987Z W1024 13:04:10.657960       1 warnings.go:70] admissionregistration.k8s.io/v1beta1 ValidatingAdmissionPolicyBinding is deprecated in v1.31+, unavailable in v1.34+
2024-10-24T13:04:11.672356220Z E1024 13:04:11.671884       1 sync.go:1019] Could not get in-cluster server-ca data configmap "kube-apiserver-server-ca" not found
2024-10-24T13:04:14.763918862Z I1024 13:04:14.763427       1 sync.go:1851] Stamped boot images configmap with 54144b315275a22cc9140677792ef5ed0189bcde and 4.18.0-0.ci.test-2024-10-24-124520-ci-op-2fcpj5j6-latest, machine pool updated count: 2
2024-10-24T13:04:21.761711393Z E1024 13:04:21.761247       1 status.go:300] Error checking version skew: kube-apiserver does not yet have a version, kubelet skew status: KubeletSkewUnchecked, status reason: KubeletSkewUnchecked, status message: An error occurred when checking kubelet version skew: kube-apiserver does not yet have a version
2024-10-24T13:04:21.762018693Z I1024 13:04:21.761666       1 event.go:377] Event(v1.ObjectReference{Kind:"", Namespace:"openshift-machine-config-operator", Name:"machine-config", UID:"dd0afbe7-0aa0-4a8f-9867-de883eea22a6", APIVersion:"", ResourceVersion:"", FieldPath:""}): type: 'Normal' reason: 'OperatorVersionChanged' clusteroperator/machine-config version changed from [] to [{operator 4.18.0-0.ci.test-2024-10-24-124520-ci-op-2fcpj5j6-latest} {operator-image registry.build02.ci.openshift.org/ci-op-2fcpj5j6/stable@sha256:c287bd87edc928918bc0e8ff3d8a3be9c656bd0190d636773469cae19558ad69}]
2024-10-24T13:04:21.841064895Z W1024 13:04:21.841013       1 warnings.go:70] admissionregistration.k8s.io/v1beta1 ValidatingAdmissionPolicy is deprecated in v1.31+, unavailable in v1.34+
2024-10-24T13:04:21.844054845Z W1024 13:04:21.844001       1 warnings.go:70] admissionregistration.k8s.io/v1beta1 ValidatingAdmissionPolicyBinding is deprecated in v1.31+, unavailable in v1.34+
2024-10-24T13:04:23.217441187Z W1024 13:04:23.217090       1 warnings.go:70] admissionregistration.k8s.io/v1beta1 ValidatingAdmissionPolicy is deprecated in v1.31+, unavailable in v1.34+
2024-10-24T13:04:23.220604117Z W1024 13:04:23.220520       1 warnings.go:70] admissionregistration.k8s.io/v1beta1 ValidatingAdmissionPolicy is deprecated in v1.31+, unavailable in v1.34+
2024-10-24T13:04:23.223650897Z W1024 13:04:23.223593       1 warnings.go:70] admissionregistration.k8s.io/v1beta1 ValidatingAdmissionPolicy is deprecated in v1.31+, unavailable in v1.34+
2024-10-24T13:04:23.226138897Z W1024 13:04:23.226089       1 warnings.go:70] admissionregistration.k8s.io/v1beta1 ValidatingAdmissionPolicyBinding is deprecated in v1.31+, unavailable in v1.34+
2024-10-24T13:04:23.232114227Z W1024 13:04:23.232060       1 warnings.go:70] admissionregistration.k8s.io/v1beta1 ValidatingAdmissionPolicyBinding is deprecated in v1.31+, unavailable in v1.34+
2024-10-24T13:04:23.235010427Z W1024 13:04:23.234965       1 warnings.go:70] admissionregistration.k8s.io/v1beta1 ValidatingAdmissionPolicyBinding is deprecated in v1.31+, unavailable in v1.34+
2024-10-24T13:04:24.248105480Z E1024 13:04:24.248058       1 sync.go:1019] Could not get in-cluster server-ca data configmap "kube-apiserver-server-ca" not found
2024-10-24T13:04:27.318854761Z E1024 13:04:27.318546       1 status.go:300] Error checking version skew: kube-apiserver does not yet have a version, kubelet skew status: KubeletSkewUnchecked, status reason: KubeletSkewUnchecked, status message: An error occurred when checking kubelet version skew: kube-apiserver does not yet have a version
2024-10-24T13:04:27.318994081Z I1024 13:04:27.318951       1 event.go:377] Event(v1.ObjectReference{Kind:"", Namespace:"openshift-machine-config-operator", Name:"machine-config", UID:"dd0afbe7-0aa0-4a8f-9867-de883eea22a6", APIVersion:"", ResourceVersion:"", FieldPath:""}): type: 'Normal' reason: 'OperatorVersionChanged' clusteroperator/machine-config version changed from [] to [{operator 4.18.0-0.ci.test-2024-10-24-124520-ci-op-2fcpj5j6-latest} {operator-image registry.build02.ci.openshift.org/ci-op-2fcpj5j6/stable@sha256:c287bd87edc928918bc0e8ff3d8a3be9c656bd0190d636773469cae19558ad69}]
2024-10-24T13:04:27.392998743Z W1024 13:04:27.392917       1 warnings.go:70] admissionregistration.k8s.io/v1beta1 ValidatingAdmissionPolicy is deprecated in v1.31+, unavailable in v1.34+
2024-10-24T13:04:27.395951823Z W1024 13:04:27.395914       1 warnings.go:70] admissionregistration.k8s.io/v1beta1 ValidatingAdmissionPolicyBinding is deprecated in v1.31+, unavailable in v1.34+
2024-10-24T13:04:28.908051758Z W1024 13:04:28.907783       1 warnings.go:70] admissionregistration.k8s.io/v1beta1 ValidatingAdmissionPolicy is deprecated in v1.31+, unavailable in v1.34+
2024-10-24T13:04:28.910770668Z W1024 13:04:28.910730       1 warnings.go:70] admissionregistration.k8s.io/v1beta1 ValidatingAdmissionPolicy is deprecated in v1.31+, unavailable in v1.34+
2024-10-24T13:04:28.914209288Z W1024 13:04:28.914155       1 warnings.go:70] admissionregistration.k8s.io/v1beta1 ValidatingAdmissionPolicy is deprecated in v1.31+, unavailable in v1.34+
2024-10-24T13:04:28.916742568Z W1024 13:04:28.916678       1 warnings.go:70] admissionregistration.k8s.io/v1beta1 ValidatingAdmissionPolicyBinding is deprecated in v1.31+, unavailable in v1.34+
2024-10-24T13:04:28.919912209Z W1024 13:04:28.919880       1 warnings.go:70] admissionregistration.k8s.io/v1beta1 ValidatingAdmissionPolicyBinding is deprecated in v1.31+, unavailable in v1.34+
2024-10-24T13:04:28.922565489Z W1024 13:04:28.922543       1 warnings.go:70] admissionregistration.k8s.io/v1beta1 ValidatingAdmissionPolicyBinding is deprecated in v1.31+, unavailable in v1.34+
2024-10-24T13:04:29.937056232Z E1024 13:04:29.936991       1 sync.go:1019] Could not get in-cluster server-ca data configmap "kube-apiserver-server-ca" not found
2024-10-24T13:04:33.002816603Z E1024 13:04:33.002738       1 status.go:300] Error checking version skew: kube-apiserver does not yet have a version, kubelet skew status: KubeletSkewUnchecked, status reason: KubeletSkewUnchecked, status message: An error occurred when checking kubelet version skew: kube-apiserver does not yet have a version
2024-10-24T13:04:33.106189723Z W1024 13:04:33.105989       1 warnings.go:70] admissionregistration.k8s.io/v1beta1 ValidatingAdmissionPolicy is deprecated in v1.31+, unavailable in v1.34+
2024-10-24T13:04:33.109431973Z W1024 13:04:33.109388       1 warnings.go:70] admissionregistration.k8s.io/v1beta1 ValidatingAdmissionPolicyBinding is deprecated in v1.31+, unavailable in v1.34+
2024-10-24T13:04:34.604851785Z W1024 13:04:34.604630       1 warnings.go:70] admissionregistration.k8s.io/v1beta1 ValidatingAdmissionPolicy is deprecated in v1.31+, unavailable in v1.34+
2024-10-24T13:04:34.609685695Z W1024 13:04:34.609646       1 warnings.go:70] admissionregistration.k8s.io/v1beta1 ValidatingAdmissionPolicy is deprecated in v1.31+, unavailable in v1.34+
2024-10-24T13:04:34.614084845Z W1024 13:04:34.614039       1 warnings.go:70] admissionregistration.k8s.io/v1beta1 ValidatingAdmissionPolicy is deprecated in v1.31+, unavailable in v1.34+
2024-10-24T13:04:34.620112435Z W1024 13:04:34.620093       1 warnings.go:70] admissionregistration.k8s.io/v1beta1 ValidatingAdmissionPolicyBinding is deprecated in v1.31+, unavailable in v1.34+
2024-10-24T13:04:34.624239185Z W1024 13:04:34.624188       1 warnings.go:70] admissionregistration.k8s.io/v1beta1 ValidatingAdmissionPolicyBinding is deprecated in v1.31+, unavailable in v1.34+
2024-10-24T13:04:34.627942925Z W1024 13:04:34.627897       1 warnings.go:70] admissionregistration.k8s.io/v1beta1 ValidatingAdmissionPolicyBinding is deprecated in v1.31+, unavailable in v1.34+
2024-10-24T13:04:35.649978706Z E1024 13:04:35.649930       1 sync.go:1019] Could not get in-cluster server-ca data configmap "kube-apiserver-server-ca" not found
2024-10-24T13:04:38.721302429Z E1024 13:04:38.721265       1 status.go:300] Error checking version skew: kube-apiserver does not yet have a version, kubelet skew status: KubeletSkewUnchecked, status reason: KubeletSkewUnchecked, status message: An error occurred when checking kubelet version skew: kube-apiserver does not yet have a version
2024-10-24T13:04:38.789255209Z W1024 13:04:38.789206       1 warnings.go:70] admissionregistration.k8s.io/v1beta1 ValidatingAdmissionPolicy is deprecated in v1.31+, unavailable in v1.34+
2024-10-24T13:04:38.792316539Z W1024 13:04:38.792281       1 warnings.go:70] admissionregistration.k8s.io/v1beta1 ValidatingAdmissionPolicyBinding is deprecated in v1.31+, unavailable in v1.34+
2024-10-24T13:04:40.323939660Z W1024 13:04:40.323479       1 warnings.go:70] admissionregistration.k8s.io/v1beta1 ValidatingAdmissionPolicy is deprecated in v1.31+, unavailable in v1.34+
2024-10-24T13:04:40.327211020Z W1024 13:04:40.327172       1 warnings.go:70] admissionregistration.k8s.io/v1beta1 ValidatingAdmissionPolicy is deprecated in v1.31+, unavailable in v1.34+
2024-10-24T13:04:40.331349971Z W1024 13:04:40.331285       1 warnings.go:70] admissionregistration.k8s.io/v1beta1 ValidatingAdmissionPolicy is deprecated in v1.31+, unavailable in v1.34+
2024-10-24T13:04:40.334528290Z W1024 13:04:40.334497       1 warnings.go:70] admissionregistration.k8s.io/v1beta1 ValidatingAdmissionPolicyBinding is deprecated in v1.31+, unavailable in v1.34+
2024-10-24T13:04:40.337499191Z W1024 13:04:40.337476       1 warnings.go:70] admissionregistration.k8s.io/v1beta1 ValidatingAdmissionPolicyBinding is deprecated in v1.31+, unavailable in v1.34+
2024-10-24T13:04:40.343329961Z W1024 13:04:40.343270       1 warnings.go:70] admissionregistration.k8s.io/v1beta1 ValidatingAdmissionPolicyBinding is deprecated in v1.31+, unavailable in v1.34+
2024-10-24T13:04:41.364557202Z E1024 13:04:41.364515       1 sync.go:1019] Could not get in-cluster server-ca data configmap "kube-apiserver-server-ca" not found
2024-10-24T13:04:44.434605115Z E1024 13:04:44.434276       1 status.go:300] Error checking version skew: kube-apiserver does not yet have a version, kubelet skew status: KubeletSkewUnchecked, status reason: KubeletSkewUnchecked, status message: An error occurred when checking kubelet version skew: kube-apiserver does not yet have a version
2024-10-24T13:04:44.491280556Z W1024 13:04:44.491227       1 warnings.go:70] admissionregistration.k8s.io/v1beta1 ValidatingAdmissionPolicy is deprecated in v1.31+, unavailable in v1.34+
2024-10-24T13:04:44.494317915Z W1024 13:04:44.494283       1 warnings.go:70] admissionregistration.k8s.io/v1beta1 ValidatingAdmissionPolicyBinding is deprecated in v1.31+, unavailable in v1.34+
2024-10-24T13:04:46.034328377Z W1024 13:04:46.034283       1 warnings.go:70] admissionregistration.k8s.io/v1beta1 ValidatingAdmissionPolicy is deprecated in v1.31+, unavailable in v1.34+
2024-10-24T13:04:46.040871977Z W1024 13:04:46.040057       1 warnings.go:70] admissionregistration.k8s.io/v1beta1 ValidatingAdmissionPolicy is deprecated in v1.31+, unavailable in v1.34+
2024-10-24T13:04:46.047779917Z W1024 13:04:46.046869       1 warnings.go:70] admissionregistration.k8s.io/v1beta1 ValidatingAdmissionPolicy is deprecated in v1.31+, unavailable in v1.34+
2024-10-24T13:04:46.053773907Z W1024 13:04:46.051128       1 warnings.go:70] admissionregistration.k8s.io/v1beta1 ValidatingAdmissionPolicyBinding is deprecated in v1.31+, unavailable in v1.34+
2024-10-24T13:04:46.057297907Z W1024 13:04:46.055161       1 warnings.go:70] admissionregistration.k8s.io/v1beta1 ValidatingAdmissionPolicyBinding is deprecated in v1.31+, unavailable in v1.34+
2024-10-24T13:04:46.059417827Z W1024 13:04:46.059378       1 warnings.go:70] admissionregistration.k8s.io/v1beta1 ValidatingAdmissionPolicyBinding is deprecated in v1.31+, unavailable in v1.34+
2024-10-24T13:04:47.078695468Z E1024 13:04:47.078163       1 sync.go:1019] Could not get in-cluster server-ca data configmap "kube-apiserver-server-ca" not found
2024-10-24T13:04:50.283816503Z E1024 13:04:50.283771       1 status.go:300] Error checking version skew: kube-apiserver does not yet have a version, kubelet skew status: KubeletSkewUnchecked, status reason: KubeletSkewUnchecked, status message: An error occurred when checking kubelet version skew: kube-apiserver does not yet have a version
2024-10-24T13:04:50.359560932Z W1024 13:04:50.359520       1 warnings.go:70] admissionregistration.k8s.io/v1beta1 ValidatingAdmissionPolicy is deprecated in v1.31+, unavailable in v1.34+
2024-10-24T13:04:50.364175762Z W1024 13:04:50.364146       1 warnings.go:70] admissionregistration.k8s.io/v1beta1 ValidatingAdmissionPolicyBinding is deprecated in v1.31+, unavailable in v1.34+
2024-10-24T13:04:51.887131364Z W1024 13:04:51.886578       1 warnings.go:70] admissionregistration.k8s.io/v1beta1 ValidatingAdmissionPolicy is deprecated in v1.31+, unavailable in v1.34+
2024-10-24T13:04:51.892493634Z W1024 13:04:51.892457       1 warnings.go:70] admissionregistration.k8s.io/v1beta1 ValidatingAdmissionPolicy is deprecated in v1.31+, unavailable in v1.34+
2024-10-24T13:04:51.897160834Z W1024 13:04:51.897116       1 warnings.go:70] admissionregistration.k8s.io/v1beta1 ValidatingAdmissionPolicy is deprecated in v1.31+, unavailable in v1.34+
2024-10-24T13:04:51.902456814Z W1024 13:04:51.902410       1 warnings.go:70] admissionregistration.k8s.io/v1beta1 ValidatingAdmissionPolicyBinding is deprecated in v1.31+, unavailable in v1.34+
2024-10-24T13:04:51.907039344Z W1024 13:04:51.907008       1 warnings.go:70] admissionregistration.k8s.io/v1beta1 ValidatingAdmissionPolicyBinding is deprecated in v1.31+, unavailable in v1.34+
2024-10-24T13:04:51.911595254Z W1024 13:04:51.911553       1 warnings.go:70] admissionregistration.k8s.io/v1beta1 ValidatingAdmissionPolicyBinding is deprecated in v1.31+, unavailable in v1.34+
2024-10-24T13:04:52.932578756Z E1024 13:04:52.932358       1 sync.go:1019] Could not get in-cluster server-ca data configmap "kube-apiserver-server-ca" not found
2024-10-24T13:04:54.089501197Z I1024 13:04:54.085722       1 operator.go:420] Change observed to kube-apiserver-server-ca
2024-10-24T13:04:56.211827380Z E1024 13:04:56.211768       1 status.go:300] Error checking version skew: kube-apiserver does not yet have a version, kubelet skew status: KubeletSkewUnchecked, status reason: KubeletSkewUnchecked, status message: An error occurred when checking kubelet version skew: kube-apiserver does not yet have a version
2024-10-24T13:04:56.293012690Z W1024 13:04:56.292957       1 warnings.go:70] admissionregistration.k8s.io/v1beta1 ValidatingAdmissionPolicy is deprecated in v1.31+, unavailable in v1.34+
2024-10-24T13:04:56.297435190Z W1024 13:04:56.297405       1 warnings.go:70] admissionregistration.k8s.io/v1beta1 ValidatingAdmissionPolicyBinding is deprecated in v1.31+, unavailable in v1.34+
2024-10-24T13:04:57.800291812Z W1024 13:04:57.799854       1 warnings.go:70] admissionregistration.k8s.io/v1beta1 ValidatingAdmissionPolicy is deprecated in v1.31+, unavailable in v1.34+
