2024-10-24T13:18:07.272218495Z I1024 13:18:07.271844       1 profiler.go:21] Starting profiling endpoint at http://127.0.0.1:6060/debug/pprof/
2024-10-24T13:19:00.993135897Z I1024 13:19:00.993112       1 shared_informer.go:320] Caches are synced for client-ca::kube-system::extension-apiserver-authentication::client-ca-file
2024-10-24T13:21:48.217671490Z I1024 13:21:48.217595       1 leaderelection.go:268] successfully acquired lease openshift-etcd-operator/openshift-cluster-etcd-operator-lock
2024-10-24T13:21:48.217978211Z I1024 13:21:48.217895       1 event.go:377] Event(v1.ObjectReference{Kind:"Lease", Namespace:"openshift-etcd-operator", Name:"openshift-cluster-etcd-operator-lock", UID:"c84f0bae-a1b8-4371-af39-b17979ae2fc2", APIVersion:"coordination.k8s.io/v1", ResourceVersion:"22568", FieldPath:""}): type: 'Normal' reason: 'LeaderElection' etcd-operator-7bbcf99d5c-9746p_9ca2cd62-2569-4e04-9881-695eebe9adb6 became leader
2024-10-24T13:21:48.234891822Z I1024 13:21:48.234824       1 starter.go:169] recorded cluster versions: map[etcd:4.18.0-0.ci.test-2024-10-24-124520-ci-op-2fcpj5j6-latest operator:4.18.0-0.ci.test-2024-10-24-124520-ci-op-2fcpj5j6-latest raw-internal:4.18.0-0.ci.test-2024-10-24-124520-ci-op-2fcpj5j6-latest]
2024-10-24T13:21:48.242669762Z I1024 13:21:48.242599       1 simple_featuregate_reader.go:171] Starting feature-gate-detector
2024-10-24T13:21:48.248393512Z I1024 13:21:48.248336       1 event.go:377] Event(v1.ObjectReference{Kind:"Deployment", Namespace:"openshift-etcd-operator", Name:"etcd-operator", UID:"bff212df-2809-4dd6-8cc1-b1e11e66ac01", APIVersion:"apps/v1", ResourceVersion:"", FieldPath:""}): type: 'Normal' reason: 'FeatureGatesInitialized' FeatureGates updated to featuregates.Features{Enabled:[]v1.FeatureGateName{"AWSEFSDriverVolumeMetrics", "AdminNetworkPolicy", "AlibabaPlatform", "AzureWorkloadIdentity", "BareMetalLoadBalancer", "BuildCSIVolumes", "ChunkSizeMiB", "CloudDualStackNodeIPs", "DisableKubeletCloudCredentialProviders", "GCPLabelsTags", "HardwareSpeed", "IngressControllerLBSubnetsAWS", "KMSv1", "ManagedBootImages", "MetricsServer", "MultiArchInstallAWS", "MultiArchInstallGCP", "NetworkDiagnosticsConfig", "NetworkLiveMigration", "NodeDisruptionPolicy", "OpenShiftPodSecurityAdmission", "PrivateHostedZoneAWS", "SetEIPForNLBIngressController", "VSphereControlPlaneMachineSet", "VSphereDriverConfiguration", "VSphereStaticIPs", "ValidatingAdmissionPolicy"}, Disabled:[]v1.FeatureGateName{"AWSClusterHostedDNS", "AdditionalRoutingCapabilities", "AutomatedEtcdBackup", "BootcNodeManagement", "CSIDriverSharedResource", "ClusterAPIInstall", "ClusterAPIInstallIBMCloud", "ClusterMonitoringConfig", "DNSNameResolver", "DynamicResourceAllocation", "EtcdBackendQuota", "EventedPLEG", "Example", "ExternalOIDC", "GCPClusterHostedDNS", "GatewayAPI", "ImageStreamImportMode", "IngressControllerDynamicConfigurationManager", "InsightsConfig", "InsightsConfigAPI", "InsightsOnDemandDataGather", "InsightsRuntimeExtractor", "MachineAPIMigration", "MachineAPIOperatorDisableMachineHealthCheckController", "MachineAPIProviderOpenStack", "MachineConfigNodes", "ManagedBootImagesAWS", "MaxUnavailableStatefulSet", "MetricsCollectionProfiles", "MixedCPUsAllocation", "MultiArchInstallAzure", "NetworkSegmentation", "NewOLM", "NodeSwap", "OVNObservability", "OnClusterBuild", "PersistentIPsForVirtualization", "PinnedImages", "PlatformOperators", "ProcMountType", "RouteAdvertisements", "RouteExternalCertificate", "ServiceAccountTokenNodeBinding", "SignatureStores", "SigstoreImageVerification", "TranslateStreamCloseWebsocketRequests", "UpgradeStatus", "UserNamespacesPodSecurityStandards", "UserNamespacesSupport", "VSphereMultiNetworks", "VSphereMultiVCenters", "VolumeGroupSnapshot"}}
2024-10-24T13:21:48.248393512Z I1024 13:21:48.248354       1 starter.go:451] FeatureGates initializedenabled[AWSEFSDriverVolumeMetrics AdminNetworkPolicy AlibabaPlatform AzureWorkloadIdentity BareMetalLoadBalancer BuildCSIVolumes ChunkSizeMiB CloudDualStackNodeIPs DisableKubeletCloudCredentialProviders GCPLabelsTags HardwareSpeed IngressControllerLBSubnetsAWS KMSv1 ManagedBootImages MetricsServer MultiArchInstallAWS MultiArchInstallGCP NetworkDiagnosticsConfig NetworkLiveMigration NodeDisruptionPolicy OpenShiftPodSecurityAdmission PrivateHostedZoneAWS SetEIPForNLBIngressController VSphereControlPlaneMachineSet VSphereDriverConfiguration VSphereStaticIPs ValidatingAdmissionPolicy]disabled[AWSClusterHostedDNS AdditionalRoutingCapabilities AutomatedEtcdBackup BootcNodeManagement CSIDriverSharedResource ClusterAPIInstall ClusterAPIInstallIBMCloud ClusterMonitoringConfig DNSNameResolver DynamicResourceAllocation EtcdBackendQuota EventedPLEG Example ExternalOIDC GCPClusterHostedDNS GatewayAPI ImageStreamImportMode IngressControllerDynamicConfigurationManager InsightsConfig InsightsConfigAPI InsightsOnDemandDataGather InsightsRuntimeExtractor MachineAPIMigration MachineAPIOperatorDisableMachineHealthCheckController MachineAPIProviderOpenStack MachineConfigNodes ManagedBootImagesAWS MaxUnavailableStatefulSet MetricsCollectionProfiles MixedCPUsAllocation MultiArchInstallAzure NetworkSegmentation NewOLM NodeSwap OVNObservability OnClusterBuild PersistentIPsForVirtualization PinnedImages PlatformOperators ProcMountType RouteAdvertisements RouteExternalCertificate ServiceAccountTokenNodeBinding SignatureStores SigstoreImageVerification TranslateStreamCloseWebsocketRequests UpgradeStatus UserNamespacesPodSecurityStandards UserNamespacesSupport VSphereMultiNetworks VSphereMultiVCenters VolumeGroupSnapshot]
2024-10-24T13:21:48.248445442Z I1024 13:21:48.248397       1 starter.go:506] waiting for cluster version informer sync...
2024-10-24T13:21:48.264001742Z I1024 13:21:48.263941       1 starter.go:529] Detected available machine API, starting vertical scaling related controllers and informers...
2024-10-24T13:21:48.265589763Z I1024 13:21:48.264363       1 base_controller.go:68] Waiting for caches to sync for ClusterMemberRemovalController
2024-10-24T13:21:48.265589763Z I1024 13:21:48.264376       1 base_controller.go:68] Waiting for caches to sync for MachineDeletionHooksController
2024-10-24T13:21:48.265589763Z I1024 13:21:48.264703       1 base_controller.go:68] Waiting for caches to sync for MissingStaticPodController
2024-10-24T13:21:48.265589763Z I1024 13:21:48.264796       1 base_controller.go:68] Waiting for caches to sync for EtcdEndpointsController
2024-10-24T13:21:48.265589763Z I1024 13:21:48.264848       1 base_controller.go:68] Waiting for caches to sync for etcd
2024-10-24T13:21:48.265589763Z I1024 13:21:48.264992       1 base_controller.go:68] Waiting for caches to sync for NodeController
2024-10-24T13:21:48.265589763Z I1024 13:21:48.264997       1 base_controller.go:68] Waiting for caches to sync for DefragController
2024-10-24T13:21:48.265589763Z I1024 13:21:48.265016       1 base_controller.go:68] Waiting for caches to sync for ConfigObserver
2024-10-24T13:21:48.265589763Z I1024 13:21:48.265031       1 base_controller.go:68] Waiting for caches to sync for ClusterMemberController
2024-10-24T13:21:48.265589763Z I1024 13:21:48.265048       1 base_controller.go:68] Waiting for caches to sync for EtcdMembersController
2024-10-24T13:21:48.265589763Z I1024 13:21:48.265053       1 envvarcontroller.go:236] Starting EnvVarController
2024-10-24T13:21:48.265589763Z I1024 13:21:48.265062       1 base_controller.go:68] Waiting for caches to sync for BootstrapTeardownController
2024-10-24T13:21:48.265589763Z I1024 13:21:48.265067       1 base_controller.go:68] Waiting for caches to sync for etcd-InstallerState
2024-10-24T13:21:48.265589763Z I1024 13:21:48.265076       1 base_controller.go:68] Waiting for caches to sync for UnsupportedConfigOverridesController
2024-10-24T13:21:48.265589763Z I1024 13:21:48.265079       1 base_controller.go:68] Waiting for caches to sync for PruneController
2024-10-24T13:21:48.265589763Z I1024 13:21:48.265087       1 base_controller.go:68] Waiting for caches to sync for ScriptController
2024-10-24T13:21:48.265589763Z I1024 13:21:48.265054       1 base_controller.go:74] Caches are synced for EtcdMembersController 
2024-10-24T13:21:48.265589763Z I1024 13:21:48.265096       1 base_controller.go:68] Waiting for caches to sync for RevisionController
2024-10-24T13:21:48.265589763Z I1024 13:21:48.265099       1 base_controller.go:111] Starting #1 worker of EtcdMembersController controller ...
2024-10-24T13:21:48.265589763Z I1024 13:21:48.265070       1 base_controller.go:68] Waiting for caches to sync for etcd-StaticPodState
2024-10-24T13:21:48.265589763Z I1024 13:21:48.265205       1 base_controller.go:68] Waiting for caches to sync for BackingResourceController-StaticResources
2024-10-24T13:21:48.265589763Z I1024 13:21:48.265222       1 base_controller.go:68] Waiting for caches to sync for UnsupportedConfigOverridesController
2024-10-24T13:21:48.265589763Z I1024 13:21:48.265234       1 base_controller.go:68] Waiting for caches to sync for LoggingSyncer
2024-10-24T13:21:48.265589763Z I1024 13:21:48.265238       1 base_controller.go:68] Waiting for caches to sync for FSyncController
2024-10-24T13:21:48.265589763Z I1024 13:21:48.265243       1 base_controller.go:74] Caches are synced for FSyncController 
2024-10-24T13:21:48.265589763Z I1024 13:21:48.265246       1 base_controller.go:68] Waiting for caches to sync for GuardController
2024-10-24T13:21:48.265589763Z I1024 13:21:48.265248       1 base_controller.go:111] Starting #1 worker of FSyncController controller ...
2024-10-24T13:21:48.265589763Z E1024 13:21:48.265335       1 base_controller.go:271] "Unhandled Error" err="EtcdMembersController reconciliation failed: getting cache client could not retrieve endpoints: node lister not synced"
2024-10-24T13:21:48.265927213Z I1024 13:21:48.265869       1 base_controller.go:68] Waiting for caches to sync for EtcdStaticResources-StaticResources
2024-10-24T13:21:48.265963332Z I1024 13:21:48.265935       1 base_controller.go:68] Waiting for caches to sync for InstallerController
2024-10-24T13:21:48.266005372Z I1024 13:21:48.265974       1 base_controller.go:68] Waiting for caches to sync for TargetConfigController
2024-10-24T13:21:48.266187603Z I1024 13:21:48.266138       1 base_controller.go:68] Waiting for caches to sync for EtcdCertSignerController
2024-10-24T13:21:48.266352562Z I1024 13:21:48.266307       1 base_controller.go:68] Waiting for caches to sync for EtcdCertCleanerController
2024-10-24T13:21:48.266352562Z I1024 13:21:48.266326       1 base_controller.go:74] Caches are synced for EtcdCertCleanerController 
2024-10-24T13:21:48.266352562Z I1024 13:21:48.266332       1 base_controller.go:111] Starting #1 worker of EtcdCertCleanerController controller ...
2024-10-24T13:21:48.266374633Z I1024 13:21:48.266339       1 event.go:377] Event(v1.ObjectReference{Kind:"Deployment", Namespace:"openshift-etcd-operator", Name:"etcd-operator", UID:"bff212df-2809-4dd6-8cc1-b1e11e66ac01", APIVersion:"apps/v1", ResourceVersion:"", FieldPath:""}): type: 'Warning' reason: 'ReportEtcdMembersErrorUpdatingStatus' etcds.operator.openshift.io "cluster" not found
2024-10-24T13:21:48.266814633Z I1024 13:21:48.265069       1 base_controller.go:68] Waiting for caches to sync for StatusSyncer_etcd
2024-10-24T13:21:48.288690743Z E1024 13:21:48.288626       1 base_controller.go:271] "Unhandled Error" err="FSyncController reconciliation failed: Post \"https://thanos-querier.openshift-monitoring.svc:9091/api/v1/query\": dial tcp: lookup thanos-querier.openshift-monitoring.svc on 172.30.0.10:53: no such host"
2024-10-24T13:21:48.300206194Z E1024 13:21:48.300158       1 base_controller.go:271] "Unhandled Error" err="FSyncController reconciliation failed: Post \"https://thanos-querier.openshift-monitoring.svc:9091/api/v1/query\": dial tcp: lookup thanos-querier.openshift-monitoring.svc on 172.30.0.10:53: no such host"
2024-10-24T13:21:48.305410264Z E1024 13:21:48.305364       1 base_controller.go:271] "Unhandled Error" err="EtcdMembersController reconciliation failed: getting cache client could not retrieve endpoints: configmaps lister not synced"
2024-10-24T13:21:48.315586505Z E1024 13:21:48.315561       1 base_controller.go:271] "Unhandled Error" err="FSyncController reconciliation failed: Post \"https://thanos-querier.openshift-monitoring.svc:9091/api/v1/query\": dial tcp: lookup thanos-querier.openshift-monitoring.svc on 172.30.0.10:53: no such host"
2024-10-24T13:21:48.316658965Z I1024 13:21:48.316632       1 etcdcli_pool.go:70] creating a new cached client
2024-10-24T13:21:48.329563615Z I1024 13:21:48.329528       1 etcdcli_pool.go:70] creating a new cached client
2024-10-24T13:21:48.329563615Z I1024 13:21:48.329547       1 etcdcli_pool.go:70] creating a new cached client
2024-10-24T13:21:48.329595795Z I1024 13:21:48.329575       1 etcdcli_pool.go:70] creating a new cached client
2024-10-24T13:21:48.330217975Z I1024 13:21:48.329531       1 etcdcli_pool.go:70] creating a new cached client
2024-10-24T13:21:48.343475905Z E1024 13:21:48.343440       1 base_controller.go:271] "Unhandled Error" err="FSyncController reconciliation failed: Post \"https://thanos-querier.openshift-monitoring.svc:9091/api/v1/query\": dial tcp: lookup thanos-querier.openshift-monitoring.svc on 172.30.0.10:53: no such host"
2024-10-24T13:21:48.365005516Z I1024 13:21:48.364967       1 base_controller.go:74] Caches are synced for EtcdEndpointsController 
2024-10-24T13:21:48.365005516Z I1024 13:21:48.364983       1 base_controller.go:111] Starting #1 worker of EtcdEndpointsController controller ...
2024-10-24T13:21:48.365005516Z I1024 13:21:48.364984       1 base_controller.go:74] Caches are synced for MachineDeletionHooksController 
2024-10-24T13:21:48.365005516Z I1024 13:21:48.364994       1 base_controller.go:111] Starting #1 worker of MachineDeletionHooksController controller ...
2024-10-24T13:21:48.365138716Z I1024 13:21:48.365116       1 base_controller.go:74] Caches are synced for BootstrapTeardownController 
2024-10-24T13:21:48.365194296Z I1024 13:21:48.365178       1 base_controller.go:111] Starting #1 worker of BootstrapTeardownController controller ...
2024-10-24T13:21:48.365274986Z I1024 13:21:48.365257       1 base_controller.go:74] Caches are synced for LoggingSyncer 
2024-10-24T13:21:48.365317346Z I1024 13:21:48.365114       1 base_controller.go:74] Caches are synced for UnsupportedConfigOverridesController 
2024-10-24T13:21:48.365317346Z I1024 13:21:48.365312       1 base_controller.go:111] Starting #1 worker of UnsupportedConfigOverridesController controller ...
2024-10-24T13:21:48.365483276Z I1024 13:21:48.365391       1 base_controller.go:74] Caches are synced for UnsupportedConfigOverridesController 
2024-10-24T13:21:48.365483276Z I1024 13:21:48.365410       1 base_controller.go:111] Starting #1 worker of UnsupportedConfigOverridesController controller ...
2024-10-24T13:21:48.365483276Z I1024 13:21:48.365113       1 base_controller.go:74] Caches are synced for DefragController 
2024-10-24T13:21:48.365483276Z I1024 13:21:48.365470       1 base_controller.go:111] Starting #1 worker of DefragController controller ...
2024-10-24T13:21:48.365553196Z I1024 13:21:48.365127       1 base_controller.go:74] Caches are synced for PruneController 
2024-10-24T13:21:48.365553196Z I1024 13:21:48.365513       1 base_controller.go:111] Starting #1 worker of PruneController controller ...
2024-10-24T13:21:48.365803176Z I1024 13:21:48.365149       1 base_controller.go:74] Caches are synced for ClusterMemberRemovalController 
2024-10-24T13:21:48.365803176Z I1024 13:21:48.365782       1 base_controller.go:111] Starting #1 worker of ClusterMemberRemovalController controller ...
2024-10-24T13:21:48.365803176Z I1024 13:21:48.365147       1 base_controller.go:74] Caches are synced for NodeController 
2024-10-24T13:21:48.365842437Z I1024 13:21:48.365804       1 base_controller.go:111] Starting #1 worker of NodeController controller ...
2024-10-24T13:21:48.365867877Z I1024 13:21:48.365299       1 base_controller.go:111] Starting #1 worker of LoggingSyncer controller ...
2024-10-24T13:21:48.366489226Z I1024 13:21:48.366429       1 prune_controller.go:277] Nothing to prune
2024-10-24T13:21:48.367537577Z I1024 13:21:48.367496       1 base_controller.go:74] Caches are synced for StatusSyncer_etcd 
2024-10-24T13:21:48.367537577Z I1024 13:21:48.367510       1 base_controller.go:111] Starting #1 worker of StatusSyncer_etcd controller ...
2024-10-24T13:21:48.368285256Z I1024 13:21:48.368255       1 status_controller.go:225] clusteroperator/etcd diff {"status":{"conditions":[{"lastTransitionTime":"2024-10-24T13:21:48Z","message":"BootstrapTeardownDegraded: error while updating NotEnoughEtcdMembers: client rate limiter Wait returned an error: context deadline exceeded\nEtcdEndpointsDegraded: failed to get member list: context deadline exceeded\nEtcdMembersControllerDegraded: getting cache client could not retrieve endpoints: configmaps lister not synced\nEtcdStaticResourcesDegraded: \"etcd/ns.yaml\" (string): the server was unable to return a response in the time allotted, but may still be processing the request (get namespaces openshift-etcd)\nEtcdStaticResourcesDegraded: \nTargetConfigControllerDegraded: \"configmap/etcd-pod\": rpc error: code = Unknown desc = malformed header: missing HTTP content-type","reason":"BootstrapTeardown_Error::EtcdEndpoints_ErrorUpdatingEtcdEndpoints::EtcdMembersController_ErrorUpdatingReportEtcdMembers::EtcdStaticResources_SyncError::TargetConfigController_SynchronizationError","status":"True","type":"Degraded"},{"lastTransitionTime":"2024-10-24T13:03:45Z","message":"NodeInstallerProgressing: 1 node is at revision 1; 1 node is at revision 3; 1 node is at revision 5; 0 nodes have achieved new revision 12","reason":"NodeInstaller","status":"True","type":"Progressing"},{"lastTransitionTime":"2024-10-24T13:04:53Z","message":"StaticPodsAvailable: 3 nodes are active; 1 node is at revision 1; 1 node is at revision 3; 1 node is at revision 5; 0 nodes have achieved new revision 12\nEtcdMembersAvailable: 4 members are available","reason":"AsExpected","status":"True","type":"Available"},{"lastTransitionTime":"2024-10-24T13:03:29Z","message":"All is well","reason":"AsExpected","status":"True","type":"Upgradeable"},{"lastTransitionTime":"2024-10-24T13:03:29Z","reason":"NoData","status":"Unknown","type":"EvaluationConditionsDetected"}]}}
2024-10-24T13:21:48.389276537Z I1024 13:21:48.389203       1 event.go:377] Event(v1.ObjectReference{Kind:"Deployment", Namespace:"openshift-etcd-operator", Name:"etcd-operator", UID:"bff212df-2809-4dd6-8cc1-b1e11e66ac01", APIVersion:"apps/v1", ResourceVersion:"", FieldPath:""}): type: 'Normal' reason: 'OperatorStatusChanged' Status for clusteroperator/etcd changed: Degraded changed from False to True ("BootstrapTeardownDegraded: error while updating NotEnoughEtcdMembers: client rate limiter Wait returned an error: context deadline exceeded\nEtcdEndpointsDegraded: failed to get member list: context deadline exceeded\nEtcdMembersControllerDegraded: getting cache client could not retrieve endpoints: configmaps lister not synced\nEtcdStaticResourcesDegraded: \"etcd/ns.yaml\" (string): the server was unable to return a response in the time allotted, but may still be processing the request (get namespaces openshift-etcd)\nEtcdStaticResourcesDegraded: \nTargetConfigControllerDegraded: \"configmap/etcd-pod\": rpc error: code = Unknown desc = malformed header: missing HTTP content-type")
2024-10-24T13:21:48.390945397Z I1024 13:21:48.390815       1 etcdcli_pool.go:70] creating a new cached client
2024-10-24T13:21:48.390945397Z I1024 13:21:48.390874       1 etcdcli_pool.go:70] creating a new cached client
2024-10-24T13:21:48.399159887Z E1024 13:21:48.399132       1 base_controller.go:271] "Unhandled Error" err="FSyncController reconciliation failed: Post \"https://thanos-querier.openshift-monitoring.svc:9091/api/v1/query\": dial tcp: lookup thanos-querier.openshift-monitoring.svc on 172.30.0.10:53: no such host"
2024-10-24T13:21:48.413140938Z I1024 13:21:48.412986       1 prune_controller.go:277] Nothing to prune
2024-10-24T13:21:48.413682608Z I1024 13:21:48.413640       1 status_controller.go:225] clusteroperator/etcd diff {"status":{"conditions":[{"lastTransitionTime":"2024-10-24T13:21:48Z","message":"BootstrapTeardownDegraded: error while updating NotEnoughEtcdMembers: client rate limiter Wait returned an error: context deadline exceeded\nEtcdMembersControllerDegraded: getting cache client could not retrieve endpoints: configmaps lister not synced\nEtcdStaticResourcesDegraded: \"etcd/ns.yaml\" (string): the server was unable to return a response in the time allotted, but may still be processing the request (get namespaces openshift-etcd)\nEtcdStaticResourcesDegraded: \nTargetConfigControllerDegraded: \"configmap/etcd-pod\": rpc error: code = Unknown desc = malformed header: missing HTTP content-type","reason":"BootstrapTeardown_Error::EtcdMembersController_ErrorUpdatingReportEtcdMembers::EtcdStaticResources_SyncError::TargetConfigController_SynchronizationError","status":"True","type":"Degraded"},{"lastTransitionTime":"2024-10-24T13:03:45Z","message":"NodeInstallerProgressing: 1 node is at revision 1; 1 node is at revision 3; 1 node is at revision 5; 0 nodes have achieved new revision 12","reason":"NodeInstaller","status":"True","type":"Progressing"},{"lastTransitionTime":"2024-10-24T13:04:53Z","message":"StaticPodsAvailable: 3 nodes are active; 1 node is at revision 1; 1 node is at revision 3; 1 node is at revision 5; 0 nodes have achieved new revision 12\nEtcdMembersAvailable: 4 members are available","reason":"AsExpected","status":"True","type":"Available"},{"lastTransitionTime":"2024-10-24T13:03:29Z","message":"All is well","reason":"AsExpected","status":"True","type":"Upgradeable"},{"lastTransitionTime":"2024-10-24T13:03:29Z","reason":"NoData","status":"Unknown","type":"EvaluationConditionsDetected"}]}}
2024-10-24T13:21:48.430387679Z I1024 13:21:48.430350       1 event.go:377] Event(v1.ObjectReference{Kind:"Deployment", Namespace:"openshift-etcd-operator", Name:"etcd-operator", UID:"bff212df-2809-4dd6-8cc1-b1e11e66ac01", APIVersion:"apps/v1", ResourceVersion:"", FieldPath:""}): type: 'Normal' reason: 'OperatorStatusChanged' Status for clusteroperator/etcd changed: Degraded message changed from "BootstrapTeardownDegraded: error while updating NotEnoughEtcdMembers: client rate limiter Wait returned an error: context deadline exceeded\nEtcdEndpointsDegraded: failed to get member list: context deadline exceeded\nEtcdMembersControllerDegraded: getting cache client could not retrieve endpoints: configmaps lister not synced\nEtcdStaticResourcesDegraded: \"etcd/ns.yaml\" (string): the server was unable to return a response in the time allotted, but may still be processing the request (get namespaces openshift-etcd)\nEtcdStaticResourcesDegraded: \nTargetConfigControllerDegraded: \"configmap/etcd-pod\": rpc error: code = Unknown desc = malformed header: missing HTTP content-type" to "BootstrapTeardownDegraded: error while updating NotEnoughEtcdMembers: client rate limiter Wait returned an error: context deadline exceeded\nEtcdMembersControllerDegraded: getting cache client could not retrieve endpoints: configmaps lister not synced\nEtcdStaticResourcesDegraded: \"etcd/ns.yaml\" (string): the server was unable to return a response in the time allotted, but may still be processing the request (get namespaces openshift-etcd)\nEtcdStaticResourcesDegraded: \nTargetConfigControllerDegraded: \"configmap/etcd-pod\": rpc error: code = Unknown desc = malformed header: missing HTTP content-type"
2024-10-24T13:21:48.482655141Z I1024 13:21:48.482597       1 reflector.go:368] Caches populated for *v1.ConfigMap from k8s.io/client-go@v0.31.1/tools/cache/reflector.go:243
2024-10-24T13:21:48.484512441Z E1024 13:21:48.484463       1 base_controller.go:271] "Unhandled Error" err="FSyncController reconciliation failed: Post \"https://thanos-querier.openshift-monitoring.svc:9091/api/v1/query\": dial tcp: lookup thanos-querier.openshift-monitoring.svc on 172.30.0.10:53: no such host"
2024-10-24T13:21:48.650650508Z E1024 13:21:48.650599       1 base_controller.go:271] "Unhandled Error" err="FSyncController reconciliation failed: Post \"https://thanos-querier.openshift-monitoring.svc:9091/api/v1/query\": dial tcp: lookup thanos-querier.openshift-monitoring.svc on 172.30.0.10:53: no such host"
2024-10-24T13:21:48.667556048Z I1024 13:21:48.667518       1 reflector.go:368] Caches populated for *v1.Secret from k8s.io/client-go@v0.31.1/tools/cache/reflector.go:243
2024-10-24T13:21:48.870347736Z I1024 13:21:48.870296       1 reflector.go:368] Caches populated for *v1.Pod from k8s.io/client-go@v0.31.1/tools/cache/reflector.go:243
2024-10-24T13:21:48.965190459Z I1024 13:21:48.965120       1 base_controller.go:74] Caches are synced for ClusterMemberController 
2024-10-24T13:21:48.965190459Z I1024 13:21:48.965146       1 base_controller.go:111] Starting #1 worker of ClusterMemberController controller ...
2024-10-24T13:21:48.965283839Z I1024 13:21:48.965229       1 base_controller.go:74] Caches are synced for etcd-StaticPodState 
2024-10-24T13:21:48.965366859Z I1024 13:21:48.965348       1 base_controller.go:111] Starting #1 worker of etcd-StaticPodState controller ...
2024-10-24T13:21:48.965424229Z I1024 13:21:48.965348       1 base_controller.go:74] Caches are synced for MissingStaticPodController 
2024-10-24T13:21:48.965464760Z I1024 13:21:48.965420       1 base_controller.go:111] Starting #1 worker of MissingStaticPodController controller ...
